"stcod";"Opcod";"cgenelin";"opdtd";"opeau";"ophdb";"oplim";"oplng";"oplam";"optmm";"ophab";"OpPrf";"age0";"age1";"age2";"age3";"age4";"<80";"80-90";"90-100";"100-110";"110-120";"120-130";"130-140";"140-150";"150-160";"160-170";"170-180";"180-190";"190-200";"200-210";"210-220";"220-230";"230-240";"240-250";"250-260";"260-270";"270-280";"280-290";"290-300";"300-310";"310-320";"320-330";"330-340";"340-350";"350-360";"360-370";"370-380";"380-390";"390-400";"400-500";"500-600";"600-700";"700-800";">800";"50-100";"100-150";"150-200";"200-250";"250-300";"300-350";"350-400";"400-450";"450-500";"500-550";"550-600";"600-650";"650-700";"700-750";"750-800";"800-850";"850-900";"900-950";"950-1000";"Eff1";"Eff2";"Eff3";"poidstotal";"annee";"mois";"NCS";"LCI";"UCI";"p";"Nzip";"pzip";"LCIzip";"UCIzip";"densCS";"densZip";"eff";"Eff3calcul";"biomCS";"code_vieux";"code_iav";"riviere";"distance_mer";"classdist"
"11";"04350109";"20020000042";"J79-030-";1999-09-08;0;1600;0;26;3.01;NA;32123142;-9;0.133182417817959;1.47604720699621;0.69121455417089;0.487113334523955;0.394144505623634;0;0;1;2;8;4;13;14;19;15;11;9;9;7;4;12;1;3;3;4;1;4;0;2;2;1;2;3;0;2;0;2;1;1;1;0;0;0;1;41;63;27;12;10;5;1;0;1;0;0;0;0;0;0;0;0;0;99;62;NA;2757;"1999";"09";249;158.059858892359;339.940141107641;0.403508771929825;256;0.389830508474576;156.243633285854;355.756366714146;3.18170201891132;3.27114745719397;0.397590361445783;0;54.4841768083137;"0435XXX6";"CANSb-65";"CANUTSUD";65;"50-100rkm"
"12";"04350111";"20020000193";"J79-030-";2005-09-13;-9;1540;-9;28;2.22;-9;0;-9;7.15359478673534e-12;0.0295756924105912;0.115044877628298;0.0732972425273488;0.0555699609354891;0;0;0;0;0;0;0;0;0;0;1;0;1;4;1;1;1;1;2;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;8;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;NA;335;"2005";"09";17;12.9911219632997;21.0088780367003;0.727272727272727;17;0.727272727272727;12.9911219632997;21.0088780367003;0.273487773487773;0.273487773487773;0.705882352941177;0;5.72615025740026;"0435XXX8";"CANS-67";"CANUTSUD";67;"50-100rkm"
"13";"04350111";"20020000127";"J79-030-";2002-09-03;18;1715;-9;31;2.53;NA;0;-9;6.73719236746926e-08;0.0720180959433303;0.146335758969782;0.0904782297590208;0.0736745417952314;0;0;0;0;0;0;0;0;1;2;1;1;3;6;2;3;1;2;2;0;0;0;1;0;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;8;14;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;25;5;NA;742.2;"2002";"09";30;27.9340165589848;32.0659834410152;0.857142857142857;31;0.810810810810811;27.9163048756408;34.0836951243592;0.382506693867143;0.395256916996047;0.833333333333333;0;9.46321560627311;"0435XXX8";"CANS-67";"CANUTSUD";67;"50-100rkm"
"14";"04350111";"20020000155";"J79-030-";2003-08-19;20;1605;-9;27;2.91;NA;24113114;-9;6.82931709706186e-06;0.114429621814942;0.177795426255344;0.102322923666045;0.0763628519836189;0;0;0;0;0;0;0;2;3;1;1;3;1;3;2;6;3;1;4;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;2;9;15;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;25;9;NA;646.4;"2003";"08";37;29.783745795625;44.216254204375;0.693877551020408;38;0.666666666666667;29.4567150584106;46.5432849415894;0.470917653048237;0.483645157184676;0.675675675675676;0;8.95297561559943;"0435XXX8";"CANS-67";"CANUTSUD";67;"50-100rkm"
"15";"04350111";"20020000008";"J79-030-";1998-09-02;0;1600;4;29;2.77;NA;14134113;-9;7.21066480774415e-06;0.0560242190205804;0.174873123420889;0.187306691622059;0.179323922733723;0;0;0;0;0;0;0;2;1;0;0;0;2;2;2;1;3;3;3;0;1;2;1;3;2;1;2;1;2;1;1;2;2;0;0;0;0;0;0;2;3;11;7;9;8;0;0;0;0;0;0;0;0;0;0;0;0;27;13;NA;1422;"1998";"09";48;32.5904570212814;63.4095429787186;0.579710144927536;49;0.563380281690141;32.0207726408939;65.9792273591061;0.597535167434333;0.609983816755882;0.5625;0;21.2423752022905;"0435XXX8";"CANS-67";"CANUTSUD";67;"50-100rkm"
"16";"04350111";"20020000211";"J79-030-";2007-09-12;14.6;1100;-9;28;3.01;-9;0;0.18189999461174;6.37773413303793e-08;0.0706378518753271;0.156943254873461;0.103969541748095;0.0837316797073481;0;0;0;0;0;0;0;0;1;1;2;1;6;2;2;2;1;4;1;3;1;0;1;1;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;11;11;6;4;1;1;0;0;0;0;0;0;0;0;0;0;0;28;6;NA;775;"2007";"09";35;31.6914421947616;38.3085578052384;0.80952380952381;35;0.80952380952381;31.6914421947616;38.3085578052384;0.415282392026578;0.415282392026578;0.8;0;9.46599570060582;"0435XXX8";"CANS-67";"CANUTSUD";67;"50-100rkm"
"17";"04350111";"20020000262";"J79-030-";2013-09-10;15.3;1600;-9;28;2.6;-9;0;0.148399993777275;0.00122165819014952;0.0602447349878683;0.151054166620879;0.129640419725275;0.124871987541209;0;0;0;0;0;1;0;0;0;1;1;3;1;1;1;4;3;2;1;0;2;2;2;0;1;0;1;1;0;1;0;2;2;1;0;0;0;0;0;1;6;11;7;3;5;1;0;0;0;0;0;0;0;0;0;0;0;29;5;NA;1202;"2013";"09";34;32.0880984884326;35.9119015115674;0.871794871794872;35;0.829268292682927;32.1635025574321;37.8364974425679;0.467032967032967;0.480769230769231;0.852941176470588;0;16.510989010989;"0435XXX8";"CANS-67";"CANUTSUD";67;"50-100rkm"
"18";"04350111";"20020000108";"J79-030-";2001-08-20;17;1745;-9;29;3.38;NA;24123212;-9;0.00566389082311154;0.0806430019133393;0.114129824699041;0.070307425198939;0.0557198443480922;0;0;0;0;1;1;0;1;0;2;2;3;1;4;5;4;0;1;0;2;0;0;1;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;3;8;14;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;28;4;NA;1097.52;"2001";"08";32;30.4505124192386;33.5494875807614;0.888888888888889;32;0.888888888888889;30.4505124192386;33.5494875807614;0.326463986941441;0.326463986941441;0.875;0;11.1968985921241;"0435XXX8";"CANS-67";"CANUTSUD";67;"50-100rkm"
"19";"04350111";"20020000231";"J79-030-";2009-09-15;-9;1200;-9;27;2.55;-9;33113113;0.130199998617172;3.8101119674432e-06;0.0918924511133525;0.213594858433666;0.153879497427665;0.121602513029851;0;0;0;0;0;0;0;1;2;2;1;0;1;3;6;1;3;2;1;3;3;0;1;1;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;6;15;8;6;2;0;0;0;0;0;0;0;0;0;0;0;0;30;8;NA;932;"2009";"09";40;34.9998874228188;45.0001125771812;0.76;40;0.76;34.9998874228188;45.0001125771812;0.580973129992738;0.580973129992738;0.75;0;14.2491304514008;"0435XXX8";"CANS-67";"CANUTSUD";67;"50-100rkm"
"20";"04350111";"20020000044";"J79-030-";1999-09-08;0;1150;0;26;3.03;NA;14224214;-9;0.0256810263221446;0.182860214862017;0.321794925122082;0.227122386450353;0.181866148913952;0;0;0;1;2;1;3;0;1;2;3;4;5;2;2;9;8;2;2;0;4;2;4;3;1;0;1;0;2;2;1;0;1;0;0;0;0;0;0;7;15;23;12;5;6;0;0;0;0;0;0;0;0;0;0;0;0;52;16;NA;1753;"1999";"09";74;64.6250393018104;83.3749606981896;0.708333333333333;74;0.708333333333333;64.6250393018104;83.3749606981896;0.939324701700939;0.939324701700939;0.702702702702703;0;24.215238265908;"0435XXX8";"CANS-67";"CANUTSUD";67;"50-100rkm"
"21";"04350111";"20020000251";"J79-030-";2011-09-22;15.4;1430;-9;30;2.55;-9;13000000;0.216800004243851;2.02451587249932e-09;0.0621931554297748;0.190330020342857;0.159660948482166;0.149907377131653;0;0;0;0;0;0;0;0;0;2;1;2;0;3;2;3;1;1;2;4;1;3;0;2;0;1;0;2;0;2;1;0;0;2;0;0;0;0;0;0;5;10;10;5;3;2;0;0;0;0;0;0;0;0;0;0;0;23;12;NA;1214;"2011";"09";43;26.4209752537037;59.5790247462963;0.555555555555556;44;0.538461538461538;25.6407295231534;62.3592704768466;0.562091503267974;0.57516339869281;0.534883720930233;0;19.4965452847806;"0435XXX8";"CANS-67";"CANUTSUD";67;"50-100rkm"
"22";"04350111";"20020000093";"J79-030-";2000-09-13;18.7;1610;3.5;27;3;NA;24123214;-9;0.0184352780139635;0.399811296648047;0.268432569293158;0.162701368498431;0.113582450401758;0;0;0;0;2;2;3;3;2;7;8;3;7;4;1;1;4;3;2;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;10;27;13;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;38;21;NA;857;"2000";"09";78;48.0183161906736;107.981683809326;0.5;80;0.483606557377049;46.8532097055279;113.146790294472;0.962962962962963;0.987654320987654;0.487179487179487;0;13.9874450721908;"0435XXX8";"CANS-67";"CANUTSUD";67;"50-100rkm"
"23";"04350112";"20020000156";"J70-031-";2003-08-21;15.4;900;-9;32;2.99;NA;0;-9;1.87586879739461e-23;0.00198717838981496;0.0528442881960378;0.0603603681438127;0.0729352556124582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;2;0;0;1;0;1;1;2;1;0;0;2;0;0;0;2;1;0;0;0;0;0;0;5;3;5;2;2;0;1;0;0;0;0;0;0;0;0;0;16;2;NA;888;"2003";"08";18;16.9785504486919;19.0214495513081;0.9;18;0.9;16.9785504486919;19.0214495513081;0.188127090301003;0.188127090301003;0.888888888888889;0;9.2809364548495;"0435XXX9";"CHEVa-165";"CHEVRE";165;">100rkm"
"24";"04350112";"20020000128";"J70-031-";2002-09-04;-9;910;-9;31;3.04;NA;0;-9;1.34327249647313e-35;3.47605347799146e-05;0.0191001659804754;0.030336684348472;0.0460366658531409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;3;1;2;1;0;0;0;0;0;0;1;0;0;0;0;7;2;NA;1212.5;"2002";"09";9;7.42961096792847;10.5703890320715;0.818181818181818;9;0.818181818181818;7.42961096792847;10.5703890320715;0.0955008488964346;0.0955008488964346;0.777777777777778;0;12.8660865874363;"0435XXX9";"CHEVa-165";"CHEVRE";165;">100rkm"
"25";"04350112";"20020000045";"J70-031-";1999-10-06;0;940;0;25;8.27;NA;12333133;-9;1.03805562273277e-20;0.000798171204111256;0.00600840756851613;0.00923725588875453;0.0323271447738815;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;3;1;1;0;0;0;0;1;2;0;1;1;0;0;3;0;1;0;1;0;0;0;0;8;2;NA;2365;"1999";"10";10;8.53329725588696;11.466702744113;0.833333333333333;10;0.833333333333333;8.53329725588696;11.466702744113;0.0483675937122128;0.0483675937122128;0.8;0;11.4389359129383;"0435XXX9";"CHEVa-165";"CHEVRE";165;">100rkm"
"26";"04350112";"20020000252";"J70-031-";2011-09-20;16.1;930;-9;33;3.77;-9;12000000;0.319099992513657;3.22091471746644e-40;6.93326104090531e-06;0.00448612984966562;0.00664759690539346;0.0290602884494816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;1;0;0;0;1;0;0;2;0;0;0;0;0;4;1;NA;1455;"2011";"09";5;3.96288454365276;6.03711545634724;0.833333333333333;5;0.833333333333333;3.96288454365276;6.03711545634724;0.0401896953621092;0.0401896953621092;0.8;0;11.6952013503738;"0435XXX9";"CHEVa-165";"CHEVRE";165;">100rkm"
"27";"04350112";"20020000009";"J70-031-";1998-09-09;0;900;8;20;6.86;NA;12223122;-9;6.5402332361516e-24;0.000536488794548105;0.0106738445014351;0.016579127048105;0.045107041122449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0;0;1;1;2;0;1;2;0;1;0;0;2;0;0;0;0;0;7;3;NA;1942;"1998";"09";10;7.64804321855194;12.3519567814481;0.769230769230769;11;0.666666666666667;6.4034770191135;15.5965229808865;0.0728862973760933;0.0801749271137026;0.7;0;14.1545189504373;"0435XXX9";"CHEVa-165";"CHEVRE";165;">100rkm"
"28";"04350112";"20020000232";"J70-031-";2009-09-14;-9;1440;-9;32;3.79;-9;21322112;0.259999990463257;7.39874670184697e-24;0.000606906470082124;0.00920792780835184;0.0093163069591029;0.046849234762533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;1;1;1;0;0;0;1;0;0;1;2;1;0;0;0;0;8;0;NA;2759;"2009";"09";8;8;8;1;8;1;8;8;0.0659630606860158;0.0659630606860158;1;0;22.7490105540897;"0435XXX9";"CHEVa-165";"CHEVRE";165;">100rkm"
"29";"04350112";"20020000218";"J70-031-";2007-09-24;18;1540;-9;34;3.35;-9;131311;0.279000014066696;2.22282704126427e-35;5.35677049677349e-05;0.0123545147795237;0.0319998552502195;0.1926482518964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;2;0;0;0;1;1;1;4;14;1;0;0;0;0;2;0;3;2;0;1;2;2;5;9;0;1;0;0;0;0;24;3;NA;8842;"2007";"09";27;25.7489849006502;28.2510150993498;0.9;27;0.9;25.7489849006502;28.2510150993498;0.237050043898156;0.237050043898156;0.888888888888889;0;77.6294995610184;"0435XXX9";"CHEVa-165";"CHEVRE";165;">100rkm"
"30";"04350112";"20020000194";"J70-031-";2005-09-15;22;930;-9;31;2.89;-9;0;-9;2.13465788592477e-27;0.000317616896763195;0.0209941049424122;0.0451802190646277;0.112115046444916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;1;1;0;0;2;0;1;3;1;2;0;0;0;0;1;3;2;3;1;0;2;1;0;1;1;1;0;0;0;0;14;2;NA;2944;"2005";"09";16;14.9043468242793;17.0956531757207;0.888888888888889;16;0.888888888888889;14.9043468242793;17.0956531757207;0.178591360642929;0.178591360642929;0.875;0;32.8608103582989;"0435XXX9";"CHEVa-165";"CHEVRE";165;">100rkm"
"31";"04350112";"20020000263";"J70-031-";2013-09-09;15.1;1050;-9;37;3.5;-9;0;0.216000005602837;1.80496267696268e-27;0.000268420338910339;0.00554910308070872;0.00607201816816817;0.0730855763835264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;0;0;0;0;1;0;0;0;1;0;1;0;1;0;4;1;0;0;0;0;5;4;NA;3798;"2013";"09";11;1.36968127506771;20.6303187249323;0.529411764705882;12;0.473684210526316;-1.54172371422771;25.5417237142277;0.0849420849420849;0.0926640926640927;0.454545454545455;0;35.8455598455598;"0435XXX9";"CHEVa-165";"CHEVRE";165;">100rkm"
"32";"04350112";"20020000094";"J70-031-";2000-10-31;14.7;930;5;35;3.19;NA;21333133;-9;5.62651141961487e-10;0.00684659043922881;0.0190512590576866;0.0223547664576803;0.0592323812360054;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;3;1;1;0;0;0;1;2;2;1;1;0;0;2;1;0;1;1;0;0;0;0;0;11;1;NA;2231;"2000";"10";12;11.3888738566196;12.6111261433804;0.923076923076923;12;0.923076923076923;11.3888738566196;12.6111261433804;0.107478728168383;0.107478728168383;0.916666666666667;0;19.9820868786386;"0435XXX9";"CHEVa-165";"CHEVRE";165;">100rkm"
"33";"04350112";"20020000109";"J70-031-";2001-08-21;22;900;-9;28;2.98;NA;12322112;-9;2.25081137921105e-14;0.0160355812114927;0.0510708820469802;0.0532903875667717;0.0953270226321737;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;2;0;2;0;0;0;0;2;4;1;0;3;0;2;0;0;1;1;0;0;0;0;0;0;8;6;NA;1757.52;"2001";"08";18;3.59726497093407;32.4027350290659;0.5;20;0.4375;-1.29749586548306;41.2974958654831;0.215723873441994;0.239693192713327;0.444444444444444;0;27.0813587179838;"0435XXX9";"CHEVa-165";"CHEVRE";165;">100rkm"
"34";"04350114";"20020000129";"J70-031-";2002-09-04;18.7;1120;-9;26;5.07;-9;0;0.218400001525879;5.19882484379526e-10;0.0065398199937616;0.0514947760216941;0.109834294542144;0.196269810493648;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;2;4;0;1;4;3;1;3;2;0;1;2;1;1;8;6;1;1;0;0;0;1;2;7;13;5;6;2;4;2;1;0;1;0;0;0;0;0;33;11;NA;4709.7;"2002";"09";48;39.9952048552119;56.0047951447881;0.698412698412698;48;0.698412698412698;39.9952048552119;56.0047951447881;0.364132908511607;0.364132908511607;0.6875;0;38.9762899822071;"0435XX11";"CHEV-163";"CHEVRE";163;">100rkm"
"35";"04350114";"20020000157";"J70-031-";2003-08-21;16.5;1130;-9;19;3.98;NA;13004122;-9;5.29904787093361e-40;1.1490043413269e-05;0.0249657882252962;0.0407766411928061;0.0532622137926474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;4;3;0;0;1;1;0;0;0;0;0;0;0;0;0;9;0;NA;665;"2003";"08";9;9;9;1;9;1;9;9;0.119016133298069;0.119016133298069;1;0;8.79396984924623;"0435XX11";"CHEV-163";"CHEVRE";163;">100rkm"
"36";"04350114";"20020000011";"J70-031-";1998-09-09;0;1400;7;27;5;NA;23122113;-9;1.56020329218127e-14;0.00550565548481517;0.018453384065646;0.0237651642008231;0.0485720925283951;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;1;1;2;0;2;0;1;0;1;0;1;0;0;0;0;0;0;4;5;NA;1294;"1998";"09";13;-7.1295180758527;33.1295180758527;0.409090909090909;NA;0.527777777777778;9.65137892727353;38.3486210727265;0.0962962962962963;NA;0.307692307692308;0;13.8452674897119;"0435XX11";"CHEV-163";"CHEVRE";163;">100rkm"
"37";"04350114";"20020000233";"J70-031-";2009-09-14;15.6;1655;-9;27;4.19;-9;23113112;0.172000005841255;3.54206664952353e-40;8.17215094906314e-06;0.0147439666365854;0.0320826819588085;0.0680834149385662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;2;0;0;0;1;0;0;3;1;1;1;0;0;0;0;0;3;3;1;3;0;1;0;0;1;1;0;0;0;0;0;12;1;NA;1980;"2009";"09";13;12.4160840099008;13.5839159900992;0.928571428571429;13;0.928571428571429;12.4160840099008;13.5839159900992;0.114912048086272;0.114912048086272;0.923076923076923;0;17.5019888623707;"0435XX11";"CHEV-163";"CHEVRE";163;">100rkm"
